backs	bæks	costas	espaldas,espalda	bæk 	bak 	end,from earlier time,end part,support,put in reverse direction	<b>backward,</b><font color="#cccccc">past,delayed,former,elapsed,</font><b>tail,rear,</b><b>assist,finance,uphold,advocate,favor,encourage,sponsor,endorse,side with,</b><b>withdraw</b>	[sound:thesaurus-backs.mp3]		de volta,atrás,lá (por),para a frente e para trás,fundo,costas,atrás de,de trás para a frente,ao contrário,pelas costas de alguém,em seguida,respaldar,apoiar,dar marcha a ré,recuar,ir para trás,posterior,traseiro,dos fundos	/<span class="ipa dipa">bæk</span>/	[sound:cambridge-back.mp3]		(1472)costas,(154)apoia,(37)retaguarda,(37)recua,(31)cuidado,(29)faz,(26)partes traseiras,(26)atrás,(24)custa,(23)dorso,(22)confirma,(19)encostos,(16)parte de trás,(15)paz,(13)back,(null),			
airplane	ˈɛrˌpleɪn	avião,de avião	avión	ˈɛərˌpleɪn 	<span class="bold">air</span>-pleyn 	vehicle that transports cargo or passengers through the air	<b>jet,aircraft,plane,cab,ship,airliner</b>	[sound:thesaurus-airplane.mp3]		avião	/<span class="ipa dipa">ˈeərˌpleɪn</span>/	[sound:cambridge-usairfa012.mp3]		(3153)avião,(124)aeronave,(77)Airplane,(48)aeroplano,(22)voo,(20)aviação,(13)avioneta,(12)aéreo,(8)aeroporto,(8)aeromodelismo,(8)hangar,			
workers	ˈwɜrkərz	operários,trabalhadores	trabajadores,los trabajadores	ˈwɜr kər 	<span class="bold">wur</span>-ker 	person who is employed	<b>employee,trader,peasant,laborer</b>	[sound:thesaurus-workers.mp3]		operário,-a,funcionário,trabalhador,-ora,um trabalhador rápido,lento,bom,etc.	/<span class="ipa dipa">ˈwɜr·kər</span>/	[sound:cambridge-worker.mp3]		(34303)trabalhadores,(1118)trabalhador,(963)operário,(875)funcionários,(582)profissionais,(439)obreiros,(417)agentes,(331)empregados,(289)assistentes,(266)trabalho,(226)Workers,(196)pessoal,(174)mão-de-obra,(130)colaboradores,(80)assalariados,(null),		effort made in order to achieve or make something,employment,a task or tasks; the thing that one is working on,a painting, book, piece of music etc,the product or result of a person's labours,one's place of employment,to (cause to) make efforts in order to achieve or make something,to be employed,to (cause to) operate (in the correct way),to be practicable and/or successful,to make (one's way) slowly and carefully with effort or difficulty,to get into, or put into, a stated condition or position, slowly and gradually,to make by craftsmanship	trabalhador,trabalho,emprego,obra,trabalhar,ter emprego,funcionar,dar resultado,(deslocar-se, etc.) penosamente,tornar,fabricar
waves	weɪvz	ondas	olas,las ondas	weɪvz 	weyvz 	sea surf, current,move back and forth; gesture	<b>rush,stream,swell,upsurge,rash,surge,tide,flood,outbreak,sign,crest,influx,movement,</b><b>fly,flap,twirl,swing,wield,brandish,twist,shake,flutter</b>	[sound:thesaurus-waves.mp3]		acenar,tremular,ondear,ondular,onda,aceno	/<span class="ipa dipa">weɪv</span>/	[sound:cambridge-waive.mp3]		(8163)ondas,(243)vagas,(180)Waves,(167)onda,(62)acena,(35)mar,(35)ondulação,(21)levas,(21)ondulações,(13)fluxos,(7)ondula,			
underestimate	ˈʌndəˈrɛstəmət	subestimar	subestimar	<span class="luna-pos">verb</span> ˌʌn dərˈɛs təˌmeɪt; <span class="luna-pos">noun</span> ˌʌn dərˈɛs tə mɪt, -ˌmeɪt 	<span class="luna-pos">verb</span> uhn-der-<span class="bold">es</span>-t<span class="italic">uh</span>-meyt; <span class="luna-pos">noun</span> uhn-der-<span class="bold">es</span>-t<span class="italic">uh</span>-mit, -meyt 	minimize; rate too low	<b>belittle,undervalue,underrate,miscalculate</b>	[sound:thesaurus-underestimate.mp3]		subestimar	/<span class="ipa dipa">ˌʌn·dərˈes·təˌmeɪt</span>/	[sound:cambridge-eus74712.mp3]		(1597)subestimar,(40)menosprezar,(12)subestimação,(7)subvalorizar,(7)underestimate,(7)desvalorizar,(7)minimizar,(6)substime,		to estimate (a person, a thing etc) at less than his or its real amount, value, strength etc	menosprezar,subestimar
ties	taɪz	laços	corbatas,los lazos			hamper, hinder		[sound:thesaurus-ties.mp3]		amarrar,prender,fazer (nó),gravata	/<span class="ipa dipa">tɑɪ</span>/	[sound:cambridge-tie.mp3]		(2794)laços,(525)ligações,(322)relações,(174)ligação,(113)gravata,(109)liga,(100)ligado,(86)amarra,(84)vínculo,(62)Ties,(58)empates,(52)relação,(45)ligue,(36)laço,(35)une,(null),		(often with etc) to fasten with a string, rope etc,to fasten by knotting; to make a knot in,to be joined by a knot etc,to score the same number of points etc (in a game, competition etc),a strip of material worn tied round the neck under the collar of a shirt,something that joins,an equal score or result (in a game, competition etc); a draw,a game or match to be played	amarrar,atar,empatar,empate,gravata,atar-se,laços,jogo
soccer	ˈsɑkər	futebol	fútbol	ˈsɒk ər 	<span class="bold">sok</span>-er 	a sport	<font color="#cccccc">rugby</font>	[sound:thesaurus-soccer.mp3]		futebol	/<span class="ipa dipa">ˈsɑ·kər</span>/	[sound:cambridge-soccer.mp3]		(3848)futebol,(591)Soccer,(33)futebolista,(18)futsal,(11)jogador,(11)Fotícias,(9)Copa do,(8)de família,(7)tiros,		football played according to certain rules	futebol
registered	ˈrɛʤɪstərd	registrado	registrado	ˈrɛdʒ ə stərd 	<span class="bold">rej</span>-<span class="italic">uh</span>-sterd 	recorded	<b>certified</b>	[sound:thesaurus-registered.mp3]		registro,caixa registradora,registrar	/<span class="ipa dipa">ˈredʒ·ə·stər</span>/	[sound:cambridge-register.mp3]		(3981)registado,(2922)registrado,(488)registrou,(366)registo,(258)inscrito,(256)registou,(197)registro,(196)cadastrado,(138)registraram,(127)matriculado,(95)registaram,(65)registered,(59)registrar,			
multiple	ˈmʌltəpəl	múltiplo,vários	múltiple,varios	ˈmʌl tə pəl 	<span class="bold">muhl</span>-t<span class="italic">uh</span>-p<span class="italic">uh</span>l 	diversified	<b>numerous,different,various</b>	[sound:thesaurus-multiple.mp3]		múltiplo	/<span class="ipa dipa">-t̬ɪ-</span>/	[sound:cambridge-eus73125.mp3]		(10862)vários,(3959)múltiplo,(555)diversas,(518)diversos,(333)muitos,(141)diferentes,(60)inúmeras,(51)multiplicidade,(45)inúmeros,(22)variadas,(13)multiplicação,(11)pluralidade,(8)múltiples,(6)mútiplos,			
Miranda	məˈrændə	Miranda	Miranda					[sound:thesaurus-Miranda.mp3]						(3791)Miranda,(97)Aragua,(88)Carabobo,(79)Caracas,(70)Táchira,(62)Zulia,(55)Lara,(53)Mérida,(47)Falcón,(41)Anzoátegui,(39)Bolívar,(37)Guárico,(37)Monagas,(28)Vargas,(20)Trujillo,(null),			
justify	ˈʤʌstəˌfaɪ	justificar	justificar	ˈdʒʌs təˌfaɪ 	<span class="bold">juhs</span>-t<span class="italic">uh</span>-fahy 	legitimize, substantiate	<b>rationalize,vindicate,uphold,defend,support,advocate,confirm,favor,countenance,maintain,sustain,validate,condone,warrant,explain</b>	[sound:thesaurus-justify.mp3]		justificar	/<span class="ipa dipa">ˈdʒʌs·təˌfɑɪ</span>/	[sound:cambridge-justify.mp3]		(6886)justificar,(90)justificação,(58)Justify,(46)fundamentar,(20)justificativa,(19)explicar,(14)legitimar,(9)justificável,(1)absolver,		to prove or show (a person, action, opinion etc) to be just, right, desirable or reasonable,to be a good excuse for	justificar
harmless	ˈhɑrmləs	inofensivo	inofensivo	ˈhɑrm lɪs 	<span class="bold">hahrm</span>-lis 	not injurious or dangerous	<b>innocuous,simple,naive,powerless,gentle,innocent,inoffensive,painless,nontoxic</b>	[sound:thesaurus-harmless.mp3]		inócuo,inofensivo	/<span class="ipa dipa">ˈhɑrm·ləs</span>/	[sound:cambridge-harmless.mp3]		(1505)inofensivo,(66)inócuo,(51)inocente,(25)indefeso,(21)harmless,(19)inocuidade,(4)inofensível,		damage; injury; distress,to cause (a person) harm	inofensivo,mal,fazer mal
frustrated	ˈfrʌˌstreɪtəd	frustrado	frustrado	ˈfrʌs treɪ tɪd 	<span class="bold">fruhs</span>-trey-tid 	disappointed, thwarted	<font color="#cccccc">discontented,crabbed,embittered,defeated,cramped,discouraged,stymied,crimped,foiled,balked,disheartened,irked,stonewalled</font>	[sound:thesaurus-frustrated.mp3]		frustrado	/<span class="ipa dipa">ˈfrʌsˌtreɪ·t̬ɪd</span>/	[sound:cambridge-frustrated.mp3]		(1705)frustrado,(70)frustração,(29)frustrou,(23)frustado,(18)frustrante,(16)frustraram,(13)frustra,(10)frustrando,(9)frustrar,(8)frustram,(8)frustada,(7)frustrava,(3)desapontado,(null),		to make (someone) feel disappointed, useless etc,to make useless	frustrado,frustrar
fold	foʊld	dobra,dobre	doblez,veces	foʊld 	fohld 	double thickness,lay in creases,encase, enclose,fail, close	<b>pleat,</b><b>curl,crimp,knit,bend,tuck,</b><b>wrap,</b><b>collapse</b>	[sound:thesaurus-fold.mp3]		dobrar,cruzar os braços,dobra,prega	/<span class="ipa dipa">foʊld</span>/	[sound:cambridge-fold.mp3]		(1366)dobrar,(567)dobra,(263)vezes,(211)prega,(190)fold,(107)rebanho,(105)desistir,(82)sulco,(60)redil,(58)aprisco,(42)grupo,(28)ceder,(21)tampa,(15)seio,(11)dobradura,(7)cruzar,(1)recolher,(null),		to double over (material, paper etc),to lay one on top of another,to bring in (wings) close to the body,a doubling of one layer of material, paper etc over another,a mark made especially on paper etc by doing this; a crease,a place surrounded by a fence or wall, in which sheep are kept	dobra,dobrar,cruzar,recolher,prega,redil
Enzo	ˈɛnzoʊ	Enzo	Enzo					[sound:thesaurus-Enzo.mp3]						(749)Enzo,(5)Enzio,			
Dante	ˈdɑnteɪ	Dante	Dante					[sound:thesaurus-Dante.mp3]						(1941)Dante,(25)Dante's,			
convention	kənˈvɛnʃən	convenção	convención,convenio	kənˈvɛn ʃən 	k<span class="italic">uh</span>n-<span class="bold">ven</span>-sh<span class="italic">uh</span>n 	conference,practice, tradition,agreement	<b>meeting,show,</b><b>code,law,rule,</b><b>pact,covenant,protocol</b>	[sound:thesaurus-convention.mp3]		convenção,normas		[sound:cambridge-convention.mp3]		(29187)convenção,(413)Convention,(252)congresso,(123)convénio,(104)acordo,(60)Tratado,(45)conferência,(36)mesma,(34)assembleia,(21)reunião,(19)convencional,(15)feira,(13)relativa,(3)regra,(2)convencionalismo,(null),		a way of behaving that has become usual; (an) established custom,in the United States a meeting of delegates from a political party for nominating a presidential candidate,an assembly of people of a particular profession etc	convenção
communicate	kəmˈjunəˌkeɪt	comunicar	comunicar	kəˈmyu nɪˌkeɪt 	k<span class="italic">uh</span>-<span class="bold">myoo</span>-ni-keyt 	give or exchange information, ideas,mutually exchange information	<b>relate,connect,convey,advertise,disseminate,transfer,interact,write,impart,transmit,tell,disclose,broadcast,reveal,get across,correspond,inform,contact,suggest,publicize,pass on,get through,reach out,</b><b>correspond,confer,write,chat,answer,talk</b>	[sound:thesaurus-communicate.mp3]		comunicar(-se)	/<span class="ipa dipa">kəˈmju·nɪˌkeɪt</span>/	[sound:cambridge-communicate.mp3]		(6439)comunicar,(515)comunicação,(316)se comunicam,(292)transmitir,(100)se comunicarem,(67)se comuniquem,(54)nos comunicarmos,(29)informar,(22)divulgar,(20)conversar,(12)comungar,(10)se comunicou,(9)se comunicavam,(2)transferir,(null),			
bugging	ˈbʌgɪŋ	escutas,incomodando	molestar,molestando	bʌg 	buhg 	bother, disturb,listen to without permission	<b>annoy,harass,pester,irk,irritate,</b><b>wiretap</b>	[sound:thesaurus-bugging.mp3]		carrinho de passeio de bebê	/<span class="ipa dipa">ˈbʌɡ·i</span>/	[sound:cambridge-buggy.mp3]		(102)incomodando,(55)chatear,(50)incomodar,(42)incomoda,(40)chatear-me,(27)escuta,(22)enchendo,(19)incomodado,(18)a incomodar-me,(12)encher,(10)chatear-te,(10)chateá-lo,(8)irritando,(7)grampeando,(7)chateia,(null),			
attraction	əˈtrækʃən	atração	atracción,la atracción	əˈtræk ʃən 	<span class="italic">uh</span>-<span class="bold">trak</span>-sh<span class="italic">uh</span>n 	ability to draw attention; something that draws attention	<b>attractiveness,allure,appeal,interest</b>	[sound:thesaurus-attraction.mp3]		atração	/<span class="ipa dipa">əˈtræk·ʃən</span>/	[sound:cambridge-attraction.mp3]		(3528)atração,(990)atracção,(173)atrativo,(41)Attraction,(35)atractivo,(24)atrai,(19)fascínio,(13)atrañao,(11)atraída,(10)turístico,(9)atratividade,(9)atractividade,(7)atrair,(7)atraído,(null),		to cause (someone or something) to come towards,to arouse (someone's) liking or interest,the act or power of attracting,something that attracts	atração,atrair,atracção
arson	ˈɑrsən	incêndio culposo,incêndio criminoso	incendio provocado,incendio	ˈɑr sən 	<span class="bold">ahr</span>-s<span class="italic">uh</span>n 	intentional burning	<b>torching</b>	[sound:thesaurus-arson.mp3]		incêndio provocado/criminoso	/<span class="ipa dipa">ˈɑr·sən</span>/	[sound:cambridge-arson.mp3]		(265)fogo posto,(104)incêndio criminoso,(71)incêndios,(23)incêndio premeditado,(17)investigadores,(16)incendiário,(14)Arson,(8)de fogo-posto,(5)fogos postos,(5)sido criminoso,		the crime of setting fire to (a building etc) on purpose	fogo posto,incêndio proposital
whack	wæk	golpe,whack	golpear,whack	ʰwæk, wæk 	hwak, wak 	hit,try, attempt	<b>wallop,</b><font color="#cccccc">whirl,shot,fling,pop,turn,stab,slap,crack,go,bash</font>	[sound:thesaurus-whack.mp3]		bater,pancada		[sound:cambridge-whack.mp3]		(138)bater,(86)matar,(36)pancada,(26)louco,(17)apagar,(16)golpe,(14)porrada,(13)golpear,(12)doido,(9)despachar,(8)sebo,(6)paulada,		to strike smartly, making a loud sound,a blow	esbofetear,bofetada
Wade	weɪd	Wade	Vadear,Wade	weɪd 	weyd 	plod, often through water	<b>bathe,trek,splash,stumble,paddle</b>	[sound:thesaurus-Wade.mp3]						(2871)Wade,(10)vadear,(8)atravessar,			
tits	tɪts	tetas,mamas	tetas					[sound:thesaurus-tits.mp3]		chapim,teta	/<span class="ipa dipa">tɪt</span>/	[sound:cambridge-tit.mp3]		(1090)mamas,(612)peitos,(454)tetas,(283)seios,(47)peito,(35)maminhas,(28)peitões,(26)peitinhos,(16)droga,(12)chapins,(11)mamilos,(11)teta,(8)mamocas,(8)melharucos,(6)mama,(null),		any of several kinds of small bird,(slang) a woman's breast or nipple,blow for blow; repayment of injury with injury	teta,chapim,,(pagar na) mesma moeda
salary	ˈsæləri	salário	salario,sueldo	ˈsæl ə ri 	<span class="bold">sal</span>-<span class="italic">uh</span>-ree 	money paid for work done	<b>wage,fee,pay,stipend,earnings,income,payroll</b>	[sound:thesaurus-salary.mp3]		salário	/<span class="ipa dipa">ˈsæl·ər·i</span>/	[sound:cambridge-salary.mp3]		(4381)salário,(578)salarial,(255)vencimento,(201)ordenado,(110)remuneração,(27)pagamento,(26)aumento,(20)subsídio,(14)soldo,(14)assalariado,(13)salário-base,(12)ganha,(10)ganho,(9)salary,(7)saIário,		a fixed, regular usually monthly payment for work	salário
rumors	ˈrumərz	rumores	rumores,los rumores	ˈru mər 	<span class="bold">roo</span>-mer 	talk about supposed truth,tell a supposed truth	<b>comment,lie,story,word,hearsay,innuendo,whisper,falsehood,tale,hoax,suggestion,scandal,report,gossip,news,fabrication,</b><font color="#cccccc">bruit,whisper,say,publish,tattle,buzz,report,gossip,talk,circulate</font>	[sound:thesaurus-rumors.mp3]		rum	/<span class="ipa dipa">rʌm</span>/	[sound:cambridge-rum.mp3]		(2403)rumores,(734)boatos,(49)boato,(43)rumor,(15)fofocas,			
residence	ˈrɛzɪdəns	residência	residencia	ˈrɛz ɪ dəns 	<span class="bold">rez</span>-i-d<span class="italic">uh</span>ns 	place for living	<b>apartment,dwelling,palace,house,headquarters,mansion,home,hall,condo</b>	[sound:thesaurus-residence.mp3]		residência	/<span class="ipa dipa">ˈrez·ɪ·dəns</span>/	[sound:cambridge-residence.mp3]		(11520)residência,(870)Residence,(490)casa,(229)permanência,(119)moradia,(99)residir,(98)residente,(96)domicílio,(82)estadia,(64)morada,(45)estada,(43)residencial,(42)habitação,(39)reside,(19)residem,(null),			
party's	ˈpɑrtiz	festa,partido	fiesta,parte					[sound:thesaurus-party's.mp3]		festa,partido,grupo	/<span class="ipa dipa">ˈpɑr·t̬i</span>/	[sound:cambridge-eus73438.mp3]		(458)do partido,(206)festa é,(166)festa está,(64)da parte,(59)festa vai,(29)do grupo,(24)Signatária,(8)do terceiro,			
obligation	ˌɑbləˈgeɪʃən	obrigação	obligación	ˌɒb lɪˈgeɪ ʃən 	ob-li-<span class="bold">gey</span>-sh<span class="italic">uh</span>n 	responsibility	<b>duty,accountability,requirement,right,necessity,constraint,understanding,commitment,contract,agreement,liability,trust,promise,burden,need,debt,bond</b>	[sound:thesaurus-obligation.mp3]		obrigação	/<span class="ipa dipa">ˌɑ·bləˈɡeɪ·ʃən</span>/	[sound:cambridge-eus75099.mp3]		(13754)obrigação,(683)dever,(290)obrigatoriedade,(168)compromisso,(158)obrigatório,(102)obrigado,(102)obrigada,(76)obriga,(38)responsabilidade,(23)missão,(21)exigência,(20)preceito,(13)imperativo,(12)obrigatoriamente,(10)vínculo,(null),		to force to do something,to do (someone) a favour or service,a promise or duty	obrigar,fazer o favor,obrigação
medium	ˈmidiəm	médio	medio	ˈmi di əm 	<span class="bold">mee</span>-dee-<span class="italic">uh</span>m 	midway, average,means, mode,atmosphere, setting,area of artistic expression	<b>intermediate,</b><b>form,tool,mechanism,instrument,vehicle,channel,</b><b>climate,element,</b><b>music,art</b>	[sound:thesaurus-medium.mp3]		mediano,médio	/<span class="ipa dipa">ˈmi·di·əm</span>/	[sound:cambridge-medium.mp3]		(6639)médio,(3808)meio,(1696)médium,(498)suporte,(137)mídia,(87)mediano,(51)disco,(46)mal,(28)fluido,(22)intermédio,(19)agente,(17)mediador,(13)mediúnica,(5)meios de comunicação,		something by or through which an effect is produced,(especially in plural) a means (especially radio, television and newspapers) by which news etc is made known,a person through whom spirits of dead people are said to speak,a substance in which specimens are preserved, bacteria grown etc,middle or average in size, quality etc	médio,médium,meio,cultura
liking	ˈlaɪkɪŋ	gosto	gusto	ˈlaɪ kɪŋ 	<span class="bold">lahy</span>-king 	fondness, taste	<b>affinity</b>	[sound:thesaurus-liking.mp3]		simpatizar com alguém	/<span class="ipa dipa">ˈlɑɪ·kɪŋ</span>/	[sound:cambridge-liking.mp3]		(591)gostar,(530)gosto,(183)gostando,(165)agrado,(62)gosta,(29)simpatia,(24)gostarem,(23)preferência,(22)gostam,(19)goste,(17)gostado,(16)agrada,(14)curtir,(13)gostem,(10)afeição,(null),		to be pleased with; to find pleasant or agreeable,to enjoy	gostar,gostar de
Laura's	ˈlɔrəz	Laura's,Laura	De laura,Laura					[sound:thesaurus-Laura's.mp3]						(102)da Laura,(24)Laura está,			
development	dɪˈvɛləpmənt	desenvolvimento	desarrollo	dɪˈvɛl əp mənt 	dih-<span class="bold">vel</span>-<span class="italic">uh</span>p-m<span class="italic">uh</span>nt 	growth,happening, incident	<b>evolution,advancement,expansion,improvement,increase,progress,</b><b>situation,outcome,issue,result,change</b>	[sound:thesaurus-development.mp3]		desenvolvimento,novidade,evolução	/<span class="ipa dipa">dɪˈvel·əp·mənt</span>/	[sound:cambridge-development.mp3]		(142315)desenvolvimento,(4352)evolução,(1332)Development,(1218)elaboração,(896)desenvolver,(495)criação,(406)crescimento,(396)progresso,(352)formação,(337)revelação,(283)empreendimento,(277)construção,(214)desenvolvido,(177)produção,(156)fomento,(null),		to (cause to) grow bigger or to a more advanced state,to acquire gradually,to become active, visible etc,to use chemicals to make (a photograph) visible,the process or act of developing,something new which is the result of developing	desenvolvimento,desenvolver,adquirir,aparecer,revelar,avanço
develop	dɪˈvɛləp	desenvolve,desenvolver	desarrollar	dɪˈvɛl əp 	dih-<span class="bold">vel</span>-<span class="italic">uh</span>p 	cultivate, prosper,expand, work out,begin; occur,unfold; be made known	<b>evolve,advance,flourish,progress,promote,establish,grow,expand,</b><b>perfect,evolve,advance,strengthen,broaden,exploit,spread,refine,build up,deepen,cultivate,promote,intensify,realize,improve,</b><b>form,invest,acquire,start,establish,generate,</b><b>evolve,acquire,produce,realize,form</b>	[sound:thesaurus-develop.mp3]		desenvolver(-se),desenvolver,começar a ter,revelar	/<span class="ipa dipa">dɪˈvel·əp</span>/	[sound:cambridge-develop.mp3]		(29879)desenvolver,(742)elaborar,(496)criar,(333)evoluir,(100)definir,(84)aprofundar,(66)revelar,(65)conceber,(61)fazer,(43)transformar,(36)surgir,(33)fomentar,(29)aperfeiçoar,(28)cultivar,(23)progredir,(20)incrementar,(17)explorar,(12)contrair,(12)sofrer,(7)urbanizar,(4)aparecer,(null),			
dearest	ˈdɪrəst	querida	querida,queridos	dɪər 	deer 	beloved, favorite,very expensive	<font color="#cccccc">pet,familiar,darling,close,intimate,</font><b>valuable</b>	[sound:thesaurus-dearest.mp3]		caro,querido,dispendioso,ai,meu Deus!	/<span class="ipa dipa">dɪər</span>/	[sound:cambridge-dear.mp3]		(868)querido,(23)Dearest,(17)mais caro,(15)Caríssimo,(14)caríssima,(10)adorada,(9)amado,(9)mais precioso,(7)mamã,(6)mais amada,(6)mais cara,(6)adorado,			
David's	ˈdeɪvɪdz	David's,Davi	De David,David					[sound:thesaurus-David's.mp3]						(654)Davi,(255)do David,(46)David's,(2)de Haller,			
Danny's	ˈdæniz	Danny's,Danny	Danny's,Danny					[sound:thesaurus-Danny's.mp3]						(308)do Danny,(108)Danny está,(66)Danny é,(13)Danny's,			
congratulate	kənˈgræʧəˌleɪt	felicitar,parabenizar	felicitar,felicito	kənˈgrætʃ əˌleɪt <span class="luna-label italic">or, often</span>, -ˈgrædʒ-, kəŋ- 	k<span class="italic">uh</span>n-<span class="bold">grach</span>-<span class="italic">uh</span>-leyt <span class="luna-label italic">or, often</span>, -<span class="bold">graj</span>-, k<span class="italic">uh</span>ng- 	compliment on achievement, luck	<b>applaud,laud,praise,salute</b>	[sound:thesaurus-congratulate.mp3]		congratular,parabenizar	/<span class="ipa dipa">kənˈɡrætʃ·əˌleɪt</span>/	[sound:cambridge-eus70957.mp3]		(5904)felicitar,(298)parabenizar,(180)congratular,(104)parabenizá-lo,(100)dar os parabéns,(97)saudar,(90)cumprimentar,(55)minhas felicitações,(49)agradecer,(46)congratulo-me,(28)congratular-nos,(27)parabenizá-la,(17)congratulá-lo,(15)congratular-me,(8)elogiar,(null),		(often with ) to express pleasure and joy to (a person) at a happy event, a success etc	parabenizar,felicitar
April	ˈeɪprəl	Abril	abril,De abril de					[sound:thesaurus-April.mp3]						(26026)abril,(2351)April,(138)dia,(119)março,(112)maio,(74)junho,(67)julho,(57)agosto,(56)janeiro,(52)fevereiro,(47)setembro,(44)outubro,(37)dezembro,(27)novembro,(20)abr,(null),			
alliance	əˈlaɪəns	aliança	alianza	əˈlaɪ əns 	<span class="italic">uh</span>-<span class="bold">lahy</span>-<span class="italic">uh</span>ns 	friendly association, agreement	<font color="#cccccc">concord,concurrence,partnership,collusion,affiliation,relation,compact,union,support,engagement,betrothal,communion,cooperation,tie,participation,accord,federation,combination,collaboration,coherence,affinity,congruity,membership,entente,conjunction,pact,league,matrimony,consanguinity,coalition,treaty,connection,marriage,confederacy,kinship,friendship,confederation,bond,mutuality,fraternization,interrelation</font>	[sound:thesaurus-alliance.mp3]		aliança		[sound:cambridge-alliance.mp3]		(10141)aliança,(1551)Alliance,(71)aliar,(41)parceria,(32)coligação,(31)união,(15)Aliance,(9)coalizão,(8)Alliança,		to join by political agreement, marriage, friendship etc,a state, person etc allied with another	aliança,aliar-se,aliado
vengeance	ˈvɛnʤəns	vingança	venganza,la venganza	ˈvɛn dʒəns 	<span class="bold">ven</span>-j<span class="italic">uh</span>ns 	retaliation for another's act	<b>retribution,revenge,reprisal</b>	[sound:thesaurus-vengeance.mp3]		vingança		[sound:cambridge-eus74820.mp3]		(2281)vingança,(162)Vengeance,(106)vingar,(52)Vingador,(45)vingar-se,(9)vingar-me,(8)vingue,(8)vingarem,(7)vingou,(6)vingou-se,		harm done in return for injury received; revenge	vingança
Switzerland	ˈswɪtsərlənd	Suíça	Suiza					[sound:thesaurus-Switzerland.mp3]						(12284)Suíça,(167)Switzerland,(109)suíço,(67)país,(27)Suécia,(18)Alemania,(12)Suissa,(10)Grecia,(10)Italia,(9)Suiña,(9)España,(6)Schweiz,(6)polonia,(null),			
severe	səˈvɪr	forte,grave	grave	səˈvɪər 	s<span class="italic">uh</span>-<span class="bold">veer</span> 	uncompromising, stern,difficult, harsh	<b>serious,relentless,harsh,strict,</b><b>heavy,acute,drastic,stringent,tough,punishing,dangerous,violent,serious,fierce,sharp,bitter,intense,extreme</b>	[sound:thesaurus-severe.mp3]		grave,duro,severo	/<span class="ipa dipa">səˈvɪər</span>/	[sound:cambridge-severe.mp3]		(6188)grave,(2612)severo,(283)forte,(195)grande,(162)intensa,(119)gravidade,(95)duro,(76)acentuada,(68)séria,(66)rigoroso,(22)severidade,(19)Severe,(18)acentuado,(4)rígido,(1)austero,(null),		(of something unpleasant) serious; extreme,strict or harsh,(of style in dress etc) very plain	severo,sério
rack	ræk	prateleira,rack	estante,rack	ræk 	rak 	frame, framework,torture; strain	<b>box,shelf,counter,bed,furniture,</b><b>torment,wrench,afflict,shake</b>	[sound:thesaurus-rack.mp3]		suporte,rack	/<span class="ipa dipa">ræk</span>/	[sound:cambridge-rack.mp3]		(717)rack,(240)prateleira,(138)cremalheira,(81)suporte,(77)cabide,(65)estante,(37)tortura,(28)bagageiro,(24)cama,(18)armário,(18)grade,(17)cavalete,(16)grelha,(15)bastidor,(14)roda,(null),		a frame or shelf in or on which objects (eg letters, plates, luggage etc) are put until they are wanted or needed,to think desperately hard,to get into a state of neglect and decay	armário,estante,prateleira,quebrar a cabeça,ficar em ruínas
puzzle	ˈpʌzəl	enigma,quebra-cabeça	rompecabezas,puzzle	ˈpʌz əl 	<span class="bold">puhz</span>-<span class="italic">uh</span>l 	baffle, confuse,wonder about	<b>mystify,disturb,complicate,stump,perplex,bewilder,flummox,rattle,befuddle,nonplus,bemuse,disconcert,distract,frustrate,confound,amaze,flabbergast,dumbfound,</b><font color="#cccccc">ponder,brood,cudgel,muse,study,marvel</font>	[sound:thesaurus-puzzle.mp3]		quebra-cabeça,enigma,mistério,desconcertar,perturbar,intrigar	/<span class="ipa dipa">ˈpʌz·əl</span>/	[sound:cambridge-puzzle.mp3]		(1924)puzzle,(1469)quebra-cabeça,(554)enigma,(133)jogo,(95)desafio,(42)quebra cabeça,(40)mistério,(35)problema,(27)charada,(18)palavras-cruzadas,(17)viciante,(10)português,(8)puzle,(8)arcade,(4)confusão,(null),			
puerto	ˈpwɛrˌtoʊ	porto	puerto					[sound:thesaurus-puerto.mp3]						(2493)Puerto,(48)Santa,(33)Pisco,(32)La,(29)Chanchamayo,(27)Cusco,(26)Ica,(24)Nazca,(24)Huancavelica,(23)Huancayo,(23)Arequipa,(20)Tacna,(20)Ayacucho,(16)El,(3)portorriquenho,			
guidance	ˈgaɪdəns	orientação	Guia,orientación	ˈgaɪd ns 	<span class="bold">gahyd</span>-ns 	counseling	<b>direction,management,intelligence,advice,instruction,supervision,leadership,teaching,navigation</b>	[sound:thesaurus-guidance.mp3]		orientação	/<span class="ipa dipa">ˈɡɑɪ·d<span class="sp dsp">ə</span>ns</span>/	[sound:cambridge-guidance.mp3]		(8450)orientação,(500)guia,(274)direção,(151)directrizes,(85)guiamento,(82)Guidance,(78)acompanhamento,(72)instruções,(70)indicações,(65)condução,(64)direcção,(54)aconselhamento,(44)diretrizes,(17)indicativo,(15)assessoria,(11)guiada,(null),		to lead, direct or show the way,to control the movement of,a person who shows the way to go, points out interesting things etc,(also ) a book which contains information for tourists,(usually with capital) a Girl Guide,something which informs, directs or influences,advice towards doing something	guiar,conduzir,guia,escoteira,orientação
